1024,2024-08-16T10:22:59,true,0582
1025,2024-08-02T13:56:11,true,4273
1026,2024-08-28T18:23:08,true,6215
1027,2024-08-03T10:26:06,true,8917
1028,2024-08-10T17:06:25,true,9810
1029,2024-08-18T09:44:20,true,8710
1030,2024-08-10T13:29:26,false,2758
1031,2024-08-20T18:07,true,0379
1032,2024-08-31T21:00:23,true,1790
1033,2024-08-10T13:24:43,true,7365
1034,2024-08-18T21:11:40,false,8379
1035,2024-08-30T09:32:57,true,9085
1036,2024-08-30T11:12:05,true,4715
1037,2024-08-21T22:46:40,false,7195
1038,2024-08-08T13:07:36,true,1049
1039,2024-08-13T16:55:27,true,2765
1040,2024-08-29T19:17:04,true,8914
1041,2024-08-28T14:25:59,false,3548
1042,2024-08-13T16:08:20,true,6102
1043,2024-08-09T22:39:53,true,5723
1044,2024-08-31T15:28:39,true,4183
1045,2024-08-06T11:24:23,true,3251
1046,2024-08-17T22:22:21,false,2187
1047,2024-08-03T20:52:10,true,8196
1048,2024-08-12T12:15:29,true,9142
1049,2024-08-30T10:27:04,false,1046
1050,2024-08-15T15:23:50,true,2859
1001,2024-08-20T16:27:44,true,8315
1002,2024-08-02T17:37:34,true,3521
1003,2024-08-21T12:05:40,true,1302
1004,2024-08-03T18:36:48,false,6980
1005,2024-08-29T20:26:23,true,1287
1006,2024-08-31T09:03:34,true,6214
1007,2024-08-26T16:28:15,true,0275
1008,2024-08-20T14:56:32,true,3842
1009,2024-08-28T19:26:36,true,5760
1010,2024-08-26T21:38:56,true,7543
1011,2024-08-02T20:22:39,true,2413
1012,2024-08-07T14:57:36,true,4781
1013,2024-08-21T10:18:30,true,9127
1014,2024-08-14T18:47:01,true,9563
1015,2024-08-24T21:10:44,true,1869
1016,2024-08-06T19:39:55,false,7314
1017,2024-08-09T19:24:41,true,2543
1018,2024-08-21T11:10:18,true,8427
1019,2024-08-17T20:53:43,false,2730
1020,2024-08-06T09:48:22,true,1648
1021,2024-08-30T19:09:34,true,7680
1022,2024-08-23T19:10:43,true,2163
1023,2024-08-05T09:12:02,true,2816
